checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
A11,20,A32,A44,3629,A61,A71,4,A93,A101,2,A124,32,A143,A153,1,A174,1,A191,A202,1
A12,16,A30,A49,18424,A63,A75,3,A93,A101,3,A121,34,A143,A152,4,A173,1,A191,A201,1
A12,10,A32,A49,2820,A61,A74,4,A93,A101,2,A123,40,A143,A152,1,A172,1,A192,A201,2
A12,39,A32,A46,4913,A65,A74,4,A92,A103,4,A123,73,A143,A153,2,A174,1,A192,A201,1
A13,9,A34,A44,3478,A65,A73,3,A92,A101,4,A123,21,A143,A152,4,A174,1,A191,A201,2
A13,16,A34,A44,954,A61,A72,2,A92,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,1
A12,17,A32,A40,4393,A63,A74,4,A91,A101,4,A121,68,A143,A153,2,A173,1,A191,A201,1
A14,17,A32,A42,4960,A61,A75,1,A93,A103,4,A121,22,A143,A152,1,A172,1,A191,A201,1
A11,46,A34,A43,4786,A63,A73,1,A92,A103,2,A121,36,A141,A153,1,A173,2,A192,A202,1
A12,17,A32,A42,3042,A61,A73,2,A93,A101,2,A124,33,A142,A152,1,A174,1,A192,A201,1
A13,7,A34,A45,3153,A61,A75,2,A94,A101,2,A124,55,A143,A153,2,A172,1,A191,A202,2
A11,17,A34,A42,3092,A61,A73,3,A94,A102,1,A122,33,A141,A152,1,A174,2,A191,A201,1
A13,20,A31,A40,1759,A64,A74,4,A92,A101,4,A124,28,A143,A152,1,A172,1,A191,A201,1
A11,22,A32,A43,2901,A61,A74,1,A91,A101,4,A124,51,A141,A152,1,A173,1,A191,A201,1
A13,40,A32,A45,1115,A61,A73,2,A92,A101,1,A122,29,A143,A152,2,A172,1,A191,A201,2
A11,18,A34,A49,5374,A61,A72,2,A93,A103,4,A124,33,A141,A153,3,A172,1,A191,A201,1
A12,15,A30,A41,1103,A61,A72,3,A94,A102,2,A124,31,A141,A152,1,A171,1,A191,A201,1
A13,20,A32,A41,6423,A64,A74,3,A93,A101,1,A122,33,A142,A152,2,A172,1,A192,A201,1
A14,11,A34,A43,18424,A61,A74,2,A94,A101,2,A122,30,A143,A152,1,A173,1,A192,A201,2
A14,23,A32,A46,10091,A61,A73,3,A93,A101,1,A121,31,A143,A153,4,A174,2,A192,A201,2
A12,54,A32,A46,2402,A61,A74,4,A93,A101,3,A124,75,A142,A152,4,A174,1,A191,A201,1
A12,20,A34,A49,720,A65,A74,2,A93,A101,4,A122,58,A143,A152,3,A173,2,A191,A201,2
A11,22,A32,A42,5861,A61,A73,4,A92,A101,4,A122,34,A143,A151,2,A172,1,A191,A202,1
A12,12,A32,A48,2945,A65,A73,4,A92,A103,2,A124,44,A143,A153,1,A172,1,A192,A201,1
A11,24,A34,A40,4212,A61,A75,1,A92,A101,2,A124,29,A143,A151,2,A173,2,A191,A202,1
A13,18,A32,A42,3440,A61,A74,2,A94,A101,2,A124,46,A141,A153,4,A173,1,A191,A201,1
A14,12,A32,A45,1937,A62,A74,1,A93,A101,4,A123,47,A142,A152,2,A174,1,A191,A201,2
A13,70,A34,A41,3810,A61,A71,4,A94,A101,2,A124,43,A142,A153,1,A173,1,A192,A202,2
A14,21,A32,A41,3043,A63,A74,3,A92,A101,4,A122,75,A141,A151,1,A173,1,A191,A201,1
A11,11,A31,A44,18251,A61,A73,2,A91,A101,4,A122,51,A142,A152,1,A174,1,A192,A201,1
A14,21,A32,A43,4720,A63,A73,1,A93,A101,1,A122,41,A143,A152,1,A173,1,A192,A201,1
A12,67,A32,A41,2000,A61,A75,2,A93,A101,3,A124,33,A141,A152,3,A172,1,A191,A201,2
A12,21,A32,A42,5157,A65,A75,1,A92,A101,1,A124,30,A143,A151,1,A173,1,A192,A202,1
A12,15,A34,A42,5929,A61,A75,4,A93,A101,4,A123,53,A143,A152,1,A171,1,A191,A201,2
A11,59,A34,A410,2441,A61,A74,1,A92,A103,4,A124,36,A143,A152,1,A173,1,A192,A201,1
A12,53,A32,A42,2966,A61,A75,1,A93,A101,2,A122,30,A141,A151,2,A173,1,A192,A202,2
A12,17,A32,A44,5149,A62,A75,4,A92,A101,2,A123,33,A141,A151,1,A174,1,A191,A201,1
A12,22,A34,A44,18424,A62,A72,1,A93,A101,2,A124,43,A141,A151,1,A171,1,A192,A202,1
A12,48,A33,A49,18424,A64,A74,4,A93,A101,4,A123,28,A143,A153,2,A173,2,A192,A201,1
A12,72,A31,A43,2473,A61,A73,1,A93,A101,2,A124,42,A142,A152,3,A174,1,A191,A201,1
A14,21,A31,A49,3187,A61,A71,2,A92,A101,3,A123,34,A143,A153,3,A172,1,A192,A201,1
A11,23,A31,A45,1593,A61,A72,4,A93,A101,3,A123,34,A143,A152,1,A174,2,A192,A201,1
A12,58,A32,A42,4400,A63,A75,2,A94,A102,4,A123,27,A143,A151,1,A173,1,A192,A202,1
A11,61,A30,A46,3477,A61,A71,3,A91,A101,4,A121,60,A142,A153,1,A173,1,A192,A201,1
A11,21,A31,A40,3843,A61,A72,2,A92,A101,4,A124,34,A141,A152,3,A173,1,A192,A201,1
A12,25,A34,A46,3348,A65,A71,2,A93,A101,2,A123,35,A142,A152,2,A173,1,A191,A201,1
A14,24,A34,A42,1142,A61,A73,4,A93,A102,2,A121,33,A143,A153,3,A172,2,A192,A201,2
A12,18,A33,A43,4259,A65,A75,2,A91,A101,2,A123,23,A143,A152,1,A171,1,A191,A201,1
A14,8,A32,A43,6318,A61,A74,4,A94,A102,4,A123,32,A143,A152,1,A174,1,A191,A201,1
A11,14,A30,A42,1884,A61,A73,3,A93,A101,4,A123,26,A143,A151,2,A173,1,A191,A202,2
A13,27,A32,A42,2310,A65,A75,4,A92,A103,2,A122,29,A143,A152,1,A172,2,A191,A201,1
A14,25,A30,A44,2762,A63,A71,4,A91,A103,2,A123,23,A141,A152,2,A174,1,A191,A201,1
A12,21,A32,A42,1758,A61,A72,2,A91,A101,2,A124,37,A143,A152,2,A172,1,A192,A202,1
A14,18,A34,A43,5257,A62,A75,1,A94,A103,2,A123,49,A141,A152,2,A173,1,A191,A201,2
A12,13,A32,A410,5531,A61,A72,2,A92,A101,4,A121,37,A142,A152,2,A171,1,A191,A201,2
A14,25,A31,A410,5472,A62,A75,4,A91,A101,2,A121,69,A143,A152,4,A173,1,A191,A201,1
A11,65,A34,A43,3714,A62,A75,4,A91,A102,4,A123,40,A142,A152,2,A172,2,A192,A201,2
A14,23,A32,A44,1643,A62,A71,1,A93,A101,2,A123,46,A141,A152,2,A173,1,A191,A201,2
A13,22,A33,A49,2663,A61,A73,2,A91,A101,2,A124,36,A143,A152,1,A174,2,A192,A201,1
A12,15,A32,A45,5994,A62,A73,4,A93,A102,1,A121,50,A143,A152,4,A173,2,A192,A202,1
A14,19,A34,A46,2437,A63,A75,2,A93,A101,1,A123,53,A143,A153,1,A173,1,A191,A201,1
A13,12,A32,A42,2108,A64,A71,3,A93,A101,4,A123,28,A141,A153,1,A173,1,A192,A201,2
A12,22,A33,A46,4511,A61,A75,1,A91,A102,2,A123,31,A141,A151,1,A172,1,A191,A201,1
A11,18,A32,A42,8934,A61,A73,1,A93,A103,4,A122,35,A141,A153,4,A172,2,A192,A202,2
A12,21,A32,A45,4957,A63,A71,4,A93,A102,4,A121,27,A143,A152,2,A174,1,A192,A201,2
A14,18,A30,A41,2219,A64,A75,1,A94,A102,4,A121,28,A143,A152,1,A173,1,A192,A202,2
A12,13,A34,A43,4255,A61,A73,4,A94,A101,2,A122,67,A141,A152,1,A171,2,A191,A201,1
A13,18,A33,A45,4183,A64,A75,1,A94,A101,4,A122,28,A143,A152,1,A171,1,A191,A201,1
A12,22,A31,A44,2377,A65,A71,2,A92,A101,1,A121,29,A143,A152,1,A173,1,A191,A201,1
A12,11,A34,A43,2685,A65,A72,4,A92,A102,4,A124,29,A142,A152,2,A174,1,A191,A201,2
A12,24,A31,A46,2595,A61,A73,4,A92,A103,2,A123,31,A143,A151,2,A172,1,A191,A201,1
A11,26,A34,A40,4197,A61,A75,1,A93,A101,3,A124,23,A142,A153,1,A172,1,A191,A201,1
A13,23,A33,A46,7397,A65,A73,1,A93,A103,1,A121,41,A143,A152,1,A173,1,A191,A202,1
A13,44,A32,A45,4383,A61,A73,4,A94,A101,3,A123,73,A143,A151,1,A173,1,A192,A201,1
A11,16,A34,A42,1368,A61,A73,4,A91,A102,1,A121,36,A141,A151,1,A173,1,A191,A201,2
A14,21,A32,A49,9307,A63,A75,3,A93,A101,1,A122,43,A143,A152,1,A172,1,A191,A201,1
A11,30,A30,A44,2571,A65,A72,2,A93,A101,2,A123,37,A143,A152,1,A174,2,A192,A201,1
A14,11,A30,A40,534,A65,A72,2,A92,A102,4,A123,30,A141,A151,1,A173,1,A191,A201,2
A11,13,A32,A410,2396,A63,A74,4,A93,A101,4,A123,36,A143,A152,1,A173,2,A192,A201,1
A11,21,A34,A40,5456,A64,A74,2,A94,A101,4,A123,35,A143,A151,1,A171,2,A191,A201,2
A14,24,A32,A40,2097,A65,A74,1,A91,A102,4,A124,37,A143,A152,3,A171,1,A191,A201,2
A14,26,A32,A43,4027,A61,A75,1,A92,A101,2,A124,52,A143,A152,2,A172,1,A191,A201,1
A12,20,A34,A43,3931,A61,A72,2,A93,A103,4,A124,75,A143,A152,1,A172,1,A191,A202,1
A12,15,A34,A41,11069,A61,A73,2,A93,A101,2,A122,42,A143,A152,1,A173,1,A192,A201,1
A13,15,A34,A46,11142,A62,A74,3,A93,A101,1,A122,31,A143,A152,2,A173,1,A191,A201,1
A14,13,A34,A43,2272,A64,A73,4,A94,A101,4,A123,35,A142,A152,1,A174,1,A191,A202,1
A14,19,A32,A42,3759,A65,A73,4,A91,A101,3,A123,31,A141,A151,3,A173,1,A192,A201,1
A12,18,A34,A45,2704,A65,A73,1,A93,A103,4,A124,46,A143,A152,1,A173,2,A191,A201,1
A13,63,A31,A410,4260,A62,A72,4,A94,A101,4,A124,51,A143,A152,1,A173,1,A191,A201,1
A14,17,A34,A45,2692,A65,A73,4,A92,A103,2,A123,70,A143,A152,1,A171,1,A191,A202,1
A14,8,A32,A48,1224,A61,A74,4,A91,A101,2,A121,43,A143,A152,1,A173,1,A192,A202,2
A14,26,A34,A44,3095,A61,A73,1,A92,A101,3,A124,33,A141,A152,2,A174,1,A191,A201,2
A12,15,A34,A48,3277,A61,A72,2,A92,A101,1,A123,50,A143,A152,2,A173,1,A191,A201,1
A14,53,A33,A46,5442,A65,A74,2,A91,A101,3,A121,39,A142,A153,1,A173,1,A192,A201,1
A14,18,A32,A40,14513,A61,A73,4,A94,A101,4,A122,47,A143,A152,3,A173,1,A191,A202,1
A12,26,A33,A410,4046,A62,A73,4,A93,A101,4,A123,28,A143,A151,2,A173,1,A191,A201,1
A11,39,A33,A43,8734,A65,A74,4,A93,A101,4,A123,60,A143,A151,3,A174,2,A191,A201,2
A14,22,A33,A48,5293,A61,A74,1,A92,A101,4,A122,30,A141,A152,2,A173,1,A192,A201,1
A11,26,A32,A43,3770,A61,A75,4,A92,A103,2,A121,35,A143,A152,3,A173,1,A191,A201,2
A11,42,A34,A43,2581,A61,A71,1,A94,A103,1,A123,56,A141,A153,1,A174,1,A191,A201,1
A11,15,A31,A40,1470,A61,A72,4,A92,A101,2,A124,40,A141,A152,1,A173,1,A191,A201,1
A14,52,A34,A40,2435,A64,A71,3,A92,A101,4,A124,29,A141,A152,2,A172,1,A191,A202,1
A14,60,A32,A45,5877,A61,A71,3,A93,A101,2,A124,28,A143,A151,2,A173,1,A191,A201,1
A14,16,A32,A43,15191,A65,A75,1,A92,A102,4,A121,44,A143,A153,1,A173,1,A192,A201,2
A13,20,A34,A49,2810,A63,A73,2,A93,A101,4,A121,26,A143,A152,2,A173,1,A191,A201,1
A11,23,A30,A45,13086,A65,A71,2,A93,A101,4,A123,40,A143,A151,2,A173,1,A191,A202,1
A12,20,A30,A40,2369,A61,A75,3,A92,A102,2,A121,30,A143,A151,2,A172,1,A191,A201,1
A11,67,A34,A42,5637,A61,A74,1,A93,A101,4,A121,41,A141,A152,1,A173,1,A191,A201,2
A14,62,A34,A43,18154,A63,A75,4,A92,A101,2,A123,51,A143,A151,1,A173,1,A192,A201,1
A11,20,A32,A43,3044,A65,A75,2,A93,A101,4,A123,33,A142,A151,1,A174,1,A191,A201,1
A14,52,A34,A45,1940,A61,A75,2,A92,A101,4,A124,30,A141,A153,1,A173,2,A191,A201,1
A12,5,A34,A40,1947,A65,A73,4,A93,A101,2,A123,27,A141,A152,1,A171,2,A191,A201,1
A12,23,A34,A40,1001,A61,A74,3,A91,A101,2,A124,45,A143,A152,1,A171,1,A191,A201,1
A11,18,A32,A40,3645,A64,A71,2,A94,A101,2,A123,34,A142,A152,1,A173,1,A191,A202,1
A13,26,A34,A40,762,A64,A75,1,A93,A101,4,A124,41,A142,A151,1,A173,2,A191,A201,1
A11,59,A33,A49,11800,A61,A73,1,A92,A101,1,A123,27,A143,A152,1,A173,1,A191,A201,1
A11,17,A30,A41,5433,A62,A75,4,A92,A101,2,A121,43,A143,A152,2,A173,1,A192,A201,1
A14,21,A32,A43,4424,A63,A74,1,A92,A101,4,A124,39,A142,A151,3,A172,2,A192,A201,1
A13,21,A30,A40,2177,A65,A73,3,A92,A101,1,A122,29,A143,A152,1,A173,1,A191,A202,1
A11,31,A31,A41,5021,A64,A75,2,A93,A101,3,A123,50,A142,A153,1,A171,1,A192,A202,1
A13,19,A30,A48,4372,A61,A73,1,A93,A101,2,A124,33,A143,A153,4,A173,2,A191,A201,1
A11,25,A32,A42,1924,A61,A74,4,A92,A102,1,A123,72,A143,A153,1,A173,2,A192,A201,2
A13,15,A33,A42,2847,A61,A73,2,A93,A101,4,A123,33,A141,A152,3,A174,1,A191,A201,1
A14,26,A34,A43,5538,A63,A75,4,A93,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,2
A14,72,A32,A42,5040,A61,A74,3,A93,A101,3,A122,32,A143,A152,1,A173,1,A192,A201,1
A11,19,A33,A48,4116,A61,A71,2,A93,A101,4,A121,32,A143,A152,3,A172,1,A192,A201,1
A14,36,A32,A43,8033,A62,A72,1,A93,A101,4,A123,31,A142,A152,1,A173,1,A191,A201,2
A12,18,A32,A42,1821,A61,A73,3,A92,A101,1,A123,26,A143,A152,2,A171,1,A191,A201,1
A12,17,A32,A410,2629,A65,A73,1,A92,A101,2,A123,39,A143,A152,1,A172,1,A192,A201,1
A12,7,A31,A45,2145,A61,A72,3,A93,A103,1,A121,28,A143,A152,3,A173,1,A191,A201,1
A13,17,A32,A41,3756,A61,A72,3,A93,A102,1,A122,43,A142,A151,1,A174,2,A191,A202,1
A12,40,A31,A410,18424,A61,A75,4,A93,A101,4,A123,45,A141,A151,2,A173,1,A191,A201,1
A12,17,A32,A40,6499,A64,A74,4,A91,A101,3,A122,28,A141,A152,2,A174,1,A192,A201,1
A14,62,A34,A41,2118,A61,A74,2,A93,A103,4,A121,46,A143,A152,2,A171,1,A191,A201,1
A14,22,A33,A46,2609,A61,A74,4,A91,A103,2,A123,39,A143,A152,1,A173,1,A192,A201,1
A13,15,A34,A48,1111,A61,A75,4,A92,A102,4,A121,34,A142,A152,1,A174,1,A191,A201,1
A14,20,A31,A42,4772,A62,A71,2,A93,A101,4,A121,36,A143,A152,1,A173,1,A192,A201,1
A12,13,A30,A43,2827,A63,A72,3,A94,A101,1,A124,34,A143,A152,1,A172,1,A191,A201,1
A14,15,A31,A40,2865,A65,A75,3,A94,A101,4,A123,41,A143,A152,1,A173,2,A192,A201,2
A11,23,A32,A44,17750,A65,A74,1,A93,A101,2,A124,37,A143,A151,4,A173,1,A191,A201,2
A12,21,A32,A410,4194,A61,A73,2,A93,A102,2,A122,48,A143,A151,3,A172,2,A191,A201,2
A11,71,A32,A46,1719,A62,A73,4,A93,A101,4,A121,25,A143,A152,2,A173,1,A191,A202,1
A12,27,A32,A46,2041,A63,A75,2,A93,A101,4,A123,29,A143,A153,2,A171,2,A192,A201,1
A11,24,A33,A46,4154,A61,A75,1,A93,A102,4,A124,65,A142,A151,3,A173,2,A192,A201,1
A11,45,A32,A49,12158,A61,A74,1,A91,A101,1,A122,28,A142,A152,1,A171,1,A191,A201,2
A14,23,A34,A43,3688,A61,A71,2,A93,A101,4,A124,33,A143,A151,3,A174,1,A192,A201,1
A14,17,A32,A45,2269,A61,A74,1,A93,A103,2,A123,56,A143,A152,2,A173,1,A191,A201,1
A14,10,A30,A40,2774,A61,A75,4,A94,A101,2,A123,43,A143,A152,1,A174,1,A192,A202,1
A11,26,A34,A44,18424,A61,A75,1,A93,A103,3,A123,75,A142,A152,4,A173,1,A192,A201,1
A13,54,A32,A48,2621,A61,A74,2,A93,A103,2,A122,30,A143,A151,1,A171,1,A192,A201,1
A14,18,A32,A43,1666,A65,A75,4,A92,A101,2,A121,30,A143,A152,2,A173,2,A191,A201,1
A14,13,A31,A43,3390,A61,A71,2,A93,A101,3,A121,41,A143,A153,1,A171,1,A191,A201,1
A14,24,A32,A45,5466,A62,A72,4,A93,A102,2,A123,27,A143,A151,1,A173,1,A191,A201,1
A11,17,A33,A410,1966,A61,A73,1,A94,A103,4,A122,23,A143,A152,1,A173,1,A191,A201,1
A14,15,A34,A43,2529,A62,A75,1,A92,A101,2,A124,34,A143,A152,1,A173,1,A191,A202,1
A11,17,A32,A42,4943,A65,A72,1,A93,A101,2,A122,24,A143,A152,1,A171,1,A191,A201,1
A12,15,A34,A41,17590,A65,A72,4,A93,A103,2,A121,41,A143,A152,3,A172,1,A192,A201,1
A14,25,A30,A40,2147,A61,A72,3,A93,A101,1,A124,32,A143,A151,3,A174,2,A191,A201,1
A14,13,A31,A48,2022,A61,A73,2,A93,A102,4,A122,45,A143,A151,1,A172,1,A192,A202,2
A12,21,A32,A49,3902,A63,A75,3,A93,A103,1,A123,44,A143,A151,3,A173,2,A192,A201,1
A14,24,A34,A43,4313,A62,A73,4,A93,A103,2,A122,33,A142,A152,1,A172,1,A191,A202,1
A11,68,A32,A46,2557,A61,A73,1,A91,A103,4,A123,49,A142,A153,1,A172,1,A192,A202,2
A14,5,A34,A44,2749,A61,A72,4,A93,A101,2,A124,75,A143,A152,1,A172,1,A191,A201,1
A14,21,A34,A49,5434,A65,A72,4,A93,A101,2,A124,50,A143,A153,2,A172,1,A192,A201,2
A11,18,A32,A43,2226,A62,A73,2,A93,A101,3,A123,38,A143,A152,1,A173,1,A191,A201,1
A12,66,A32,A40,2330,A65,A73,3,A93,A101,2,A122,57,A141,A151,1,A174,1,A191,A201,1
A11,18,A34,A49,1573,A61,A75,1,A93,A102,2,A123,31,A143,A151,2,A174,1,A191,A201,2
A14,22,A33,A42,1742,A62,A75,1,A93,A102,4,A124,35,A143,A153,1,A173,1,A192,A202,1
A14,16,A34,A40,18424,A63,A72,4,A92,A101,4,A124,32,A141,A152,1,A172,1,A191,A201,1
A14,15,A33,A43,2142,A61,A73,4,A93,A101,4,A123,63,A142,A153,2,A174,1,A191,A202,1
A12,16,A33,A44,18424,A61,A72,1,A91,A103,4,A123,23,A143,A152,2,A172,1,A191,A201,1
A12,21,A32,A40,3912,A62,A75,2,A93,A101,4,A123,63,A142,A152,2,A174,1,A191,A202,2
A13,39,A34,A45,3881,A65,A75,3,A91,A103,4,A123,26,A142,A152,3,A174,1,A191,A201,2
A11,17,A34,A49,4723,A61,A74,3,A92,A103,3,A124,48,A143,A151,1,A171,1,A191,A202,1
A14,22,A34,A40,2869,A61,A72,4,A92,A101,4,A123,51,A143,A152,1,A173,1,A191,A201,1
A14,20,A34,A45,1301,A61,A74,4,A93,A101,4,A121,41,A143,A153,3,A174,1,A192,A201,1
A12,16,A32,A45,5178,A64,A71,2,A92,A101,3,A123,50,A143,A152,2,A174,1,A192,A201,1
A13,27,A34,A49,1585,A65,A73,2,A91,A101,2,A124,34,A143,A152,1,A173,1,A191,A201,2
A14,16,A34,A49,2104,A63,A74,2,A93,A101,4,A121,52,A143,A151,1,A173,1,A191,A201,1
A14,19,A34,A410,5519,A63,A74,4,A93,A101,4,A123,27,A142,A152,2,A173,1,A191,A201,1
A11,13,A30,A46,2016,A61,A73,3,A93,A101,4,A123,42,A141,A152,4,A173,1,A192,A202,1
A14,20,A33,A40,1932,A64,A74,1,A93,A101,4,A121,42,A143,A153,3,A172,1,A191,A201,2
A12,22,A34,A410,2224,A64,A73,4,A93,A103,4,A121,34,A141,A152,2,A173,1,A191,A201,1
A12,45,A32,A43,1849,A61,A71,4,A91,A101,1,A123,26,A142,A153,2,A173,1,A192,A202,1
A11,21,A31,A41,5639,A62,A73,3,A92,A101,2,A124,28,A143,A152,3,A171,1,A192,A201,1
A12,66,A30,A48,11947,A61,A73,4,A92,A101,4,A122,43,A142,A153,3,A173,1,A191,A202,1
A12,41,A34,A42,1236,A65,A74,4,A92,A103,4,A123,45,A143,A152,1,A172,1,A191,A201,1
A12,20,A32,A410,4125,A61,A75,2,A92,A101,2,A121,30,A142,A152,1,A173,1,A191,A201,1
A14,31,A31,A44,2043,A63,A73,4,A94,A101,3,A121,31,A143,A153,3,A174,1,A191,A201,1
A14,10,A34,A43,2042,A61,A75,4,A93,A101,4,A121,33,A142,A151,2,A173,1,A192,A202,1
A14,16,A31,A42,4490,A61,A71,4,A94,A101,2,A121,26,A142,A152,1,A173,1,A191,A201,1
A13,26,A31,A44,4995,A61,A72,4,A92,A101,1,A123,35,A141,A152,1,A173,2,A191,A201,1
A12,16,A32,A42,2281,A65,A75,2,A91,A101,3,A123,75,A141,A151,3,A174,2,A191,A201,1
A13,25,A30,A45,6347,A61,A72,2,A93,A101,1,A122,37,A143,A152,1,A173,1,A191,A201,1
A12,37,A31,A410,8264,A65,A73,4,A93,A101,4,A124,31,A141,A152,1,A172,2,A191,A201,1
A13,36,A32,A410,2182,A61,A71,2,A93,A101,3,A123,33,A143,A152,1,A173,1,A191,A201,1
A14,17,A33,A40,14272,A61,A74,3,A91,A102,4,A121,34,A143,A152,1,A173,1,A192,A201,1
A11,25,A34,A42,2440,A61,A73,2,A91,A103,4,A124,29,A142,A151,4,A173,2,A191,A201,1
A11,17,A34,A45,1221,A61,A71,2,A92,A101,1,A123,30,A141,A152,2,A172,1,A192,A201,1
A14,22,A34,A43,4961,A61,A73,4,A92,A101,4,A123,27,A142,A152,1,A174,1,A191,A201,1
A12,38,A32,A43,2473,A65,A71,2,A92,A101,4,A121,32,A143,A153,3,A172,1,A191,A201,1
A11,19,A33,A40,2406,A65,A74,2,A92,A101,4,A121,38,A142,A152,2,A174,1,A191,A201,2
A13,10,A32,A40,2074,A61,A74,4,A92,A101,3,A123,27,A142,A152,2,A172,1,A191,A201,2
A11,19,A32,A45,1141,A61,A75,3,A93,A103,4,A124,39,A143,A153,1,A171,1,A191,A201,1
A14,27,A32,A410,2420,A61,A74,1,A91,A101,2,A124,22,A143,A152,2,A172,2,A192,A201,2
A13,13,A32,A42,4996,A65,A71,2,A93,A101,3,A121,30,A143,A153,1,A174,2,A191,A201,1
A14,20,A32,A43,13897,A61,A71,4,A94,A103,4,A124,28,A143,A152,1,A172,1,A191,A201,1
A14,59,A32,A40,4739,A64,A74,4,A93,A101,3,A123,75,A143,A152,4,A172,1,A191,A201,2
A12,20,A32,A42,4275,A65,A71,2,A93,A101,2,A123,27,A143,A151,1,A172,1,A192,A201,2
A11,19,A32,A40,2404,A61,A73,4,A93,A101,2,A121,36,A143,A152,1,A172,1,A192,A202,2
A14,71,A34,A42,793,A61,A73,4,A94,A101,3,A121,45,A143,A153,1,A174,2,A192,A201,1
A13,17,A32,A40,2475,A61,A72,1,A93,A101,4,A124,30,A141,A153,2,A173,1,A192,A201,1
A12,21,A34,A410,5137,A65,A71,4,A92,A101,4,A123,37,A143,A152,3,A171,1,A191,A201,2
A12,23,A32,A43,2335,A61,A75,2,A93,A101,3,A123,33,A143,A152,1,A174,2,A191,A201,1
A12,18,A32,A41,2621,A61,A75,2,A94,A103,3,A123,34,A142,A152,1,A174,2,A192,A201,2
A13,66,A32,A46,2425,A61,A74,2,A93,A101,2,A124,27,A141,A153,1,A171,1,A192,A201,1
A12,42,A30,A43,2212,A63,A74,2,A94,A101,4,A123,32,A143,A151,3,A174,2,A192,A201,2
A14,14,A31,A48,5588,A61,A73,4,A92,A103,4,A121,66,A142,A153,2,A174,1,A192,A201,1
A11,21,A32,A49,3064,A62,A74,3,A93,A101,4,A122,22,A143,A153,1,A174,1,A191,A201,1
A11,10,A34,A46,18424,A61,A75,4,A91,A103,4,A121,32,A143,A152,1,A173,1,A191,A201,2
A12,14,A33,A46,6911,A61,A75,1,A94,A101,2,A124,43,A141,A152,1,A172,1,A192,A201,2
A12,18,A32,A43,18424,A61,A73,4,A92,A101,2,A123,24,A141,A152,1,A171,1,A192,A201,1
A13,57,A32,A41,2276,A61,A74,4,A92,A101,4,A122,26,A143,A152,2,A174,1,A191,A201,2
A11,18,A32,A41,5730,A62,A73,2,A93,A101,4,A123,33,A141,A152,1,A172,1,A191,A201,1
A14,14,A32,A46,7874,A61,A73,4,A93,A103,3,A122,47,A143,A152,4,A173,1,A191,A201,1
A13,27,A33,A410,4865,A61,A73,2,A92,A103,3,A124,58,A142,A152,1,A173,1,A192,A201,2
A12,32,A32,A41,3636,A61,A72,1,A93,A102,2,A122,42,A143,A152,1,A173,2,A191,A201,1
A14,8,A34,A43,3119,A63,A75,1,A91,A102,4,A123,27,A143,A153,1,A173,1,A192,A202,1
A12,13,A34,A45,3713,A61,A71,3,A93,A101,3,A124,40,A141,A152,4,A173,1,A191,A201,1
A14,26,A34,A43,7733,A61,A73,4,A93,A101,2,A122,29,A142,A152,1,A174,2,A191,A201,1
A12,23,A30,A43,4187,A65,A73,2,A92,A101,2,A123,29,A142,A152,2,A174,1,A191,A201,2
A12,12,A31,A42,3312,A61,A71,4,A93,A101,3,A123,45,A143,A153,3,A173,1,A192,A201,2
A14,13,A30,A46,12872,A61,A73,2,A92,A101,1,A121,31,A142,A152,4,A172,1,A192,A201,1
A11,25,A32,A40,2833,A62,A71,2,A93,A101,1,A124,32,A143,A153,3,A173,1,A192,A201,1
A14,12,A31,A49,4264,A61,A75,4,A93,A101,1,A124,44,A143,A152,2,A172,2,A191,A201,1
A14,16,A34,A43,4101,A62,A73,4,A94,A102,2,A123,32,A141,A152,1,A173,1,A191,A201,1
A11,24,A30,A49,833,A61,A75,4,A92,A101,2,A122,34,A143,A152,1,A172,1,A192,A201,1
A11,22,A32,A44,2528,A65,A75,1,A92,A101,4,A122,34,A141,A153,3,A174,1,A191,A202,1
A11,24,A34,A43,2507,A63,A75,2,A91,A103,2,A122,75,A143,A151,1,A173,1,A191,A201,1
A14,19,A34,A42,3014,A63,A73,4,A93,A101,2,A123,31,A143,A152,1,A173,2,A192,A202,1
A14,15,A34,A44,2430,A61,A73,2,A92,A101,4,A123,75,A143,A152,4,A173,1,A191,A201,1
A12,24,A30,A410,4665,A62,A71,2,A92,A101,2,A124,29,A141,A152,1,A172,1,A191,A201,2
A12,70,A32,A46,2649,A61,A72,2,A91,A101,4,A124,27,A143,A153,1,A174,2,A191,A201,1
A13,24,A34,A44,702,A61,A73,2,A93,A101,3,A123,34,A143,A152,2,A173,1,A191,A201,1
A14,39,A32,A49,2390,A61,A73,4,A91,A101,4,A123,44,A143,A153,2,A173,1,A191,A201,2
A11,22,A30,A45,10072,A62,A75,3,A92,A101,4,A121,30,A141,A151,1,A172,1,A192,A201,1
A14,14,A32,A410,4790,A61,A75,2,A94,A101,2,A123,37,A143,A153,2,A174,1,A191,A201,1
A14,15,A32,A42,2337,A62,A73,1,A94,A103,3,A123,28,A142,A151,3,A174,1,A192,A201,1
